index,question_category,question,answers,correct_answers,answers_category
0000615,03,"Which of the Reserved Instance (RI) pricing models can change the attributes of the RI as long as the exchange results in the creation of RIs of equal or greater value?","Dedicated RIs,Scheduled RIs,Convertible RIs,Standard RIs","Convertible RIs",0
0000616,03,"Which AWS feature will reduce the customer's total cost of ownership (TCO)?","Shared responsibility security model,Single tenancy,Elastic computing,Encryption","Elastic computing",0
0000617,03,"Which of the following services will automatically scale with an expected increase in web traffic?","AWS CodePipeline,Elastic Load Balancing,Amazon EBS,AWS Direct Connect","Elastic Load Balancing",0
0000618,03,"Where are AWS compliance documents, such as an SOC 1 report, located?","Amazon Inspector,AWS CloudTrail,AWS Artifact,AWS Certificate Manager","AWS Artifact",0
0000619,03,"Under the AWS shared responsibility model, which of the following activities are the customer's responsibility? (Select TWO.)","Patching operating system components for Amazon Relational Database Server (Amazon RDS),Encrypting data on the client-side,Training the data center staff,Configuring Network Access Control Lists (ACL),Maintaining environmental controls within a data center","Encrypting data on the client-side,Configuring Network Access Control Lists (ACL)",1
0000620,03,"Which is a recommended pattern for designing a highly available architecture on AWS?","Ensure that components have low-latency network connectivity,Run enough Amazon EC2 instances to operate at peak load,Ensure that the application is designed to accommodate failure of any single component,Use a monolithic application that handles all operations","Ensure that the application is designed to accommodate failure of any single component",0
0000621,03,"According to best practices, how should an application be designed to run in the AWS Cloud?","Use tightly coupled components,Use loosely coupled components,Use infrequently coupled components,Use frequently coupled components","Use loosely coupled components",0
0000622,03,"AWS supports which of the following methods to add security to Identity and Access Management (IAM) users? (Select TWO.)","Implementing Amazon Rekognition,Using AWS Shield-protected resources,Blocking access with Security Groups,Using Multi-Factor Authentication (MFA),Enforcing password strength and expiration","Using Multi-Factor Authentication (MFA),Enforcing password strength and expiration",1
0000623,03,"Which AWS services should be used for read/write of constantly changing data? (Select TWO.)","Amazon Glacier,Amazon RDS,AWS Snowball,Amazon Redshift,Amazon EFS","Amazon RDS,Amazon EFS",1
0000624,03,"What is one of the advantages of the Amazon Relational Database Service (Amazon RDS)?","It simplifies relational database administration tasks,It provides 99.99999999999% reliability and durability,It automatically scales databases for loads,It enabled users to dynamically adjust CPU and RAM resources","It simplifies relational database administration tasks",0
0000625,03,"A customer needs to run a MySQL database that easily scales. Which AWS service should they use?","Amazon Aurora,Amazon Redshift,Amazon DynamoDB,Amazon ElastiCache","Amazon Aurora",0
0000626,03,"Which of the following components of the AWS Global Infrastructure consists of one or more discrete data centers interconnected through low latency links?","Availability Zone,Edge location,Region,Private networking","Availability Zone",0
0000627,03,"Which of the following is a shared control between the customer and AWS?","Providing a key for Amazon S3 client-side encryption,Configuration of an Amazon EC2 instance,Environmental controls of physical AWS data centers,Awareness and training","Awareness and training",0
0000628,03,"How many Availability Zones should compute resources be provisioned across to achieve high availability?","A minimum of one,A minimum of two,A minimum of three,A minimum of four or more","A minimum of two",0
0000629,03,"One of the advantages to moving infrastructure from an on-premises data center to the AWS Cloud is:","it allows the business to eliminate IT bills,it allows the business to put a server in each customer's data center,it allows the business to focus on business activities,it allows the business to leave servers unpatched","it allows the business to focus on business activities",0
0000630,03,"What is the lowest-cost, durable storage option for retaining database backups for immediate retrieval?","Amazon S3,Amazon Glacier,Amazon EBS,Amazon EC2 Instance Store","Amazon S3",0
0000631,03,"Which AWS IAM feature allows developers to access AWS services through the AWS CLI?","API keys,Access keys,User names/Passwords,SSH keys","Access keys",0
0000632,03,"Which of the following is a fast and reliable NoSQL database service?","Amazon Redshift,Amazon RDS,Amazon DynamoDB,Amazon S3","Amazon DynamoDB",0
0000633,03,"What is an example of agility in the AWS Cloud?","Access to multiple instance types,Access to managed services,Using Consolidated Billing to produce one bill,Decreased acquisition time for new compute resources","Decreased acquisition time for new compute resources",0
0000634,03,"Which service should a customer use to consolidate and centrally manage multiple AWS accounts?","AWS IAM,AWS Organizations,AWS Schema Conversion Tool,AWS Config","AWS Organizations",0
0000635,03,"What approach to transcoding a large number of individual video files adheres to AWS architecture principles?","Using many instances in parallel,Using a single large instance during off-peak hours,Using dedicated hardware,Using a large GPU instance type","Using many instances in parallel",0
0000636,03,"For which auditing process does AWS have sole responsibility?","AWS IAM policies,Physical security,Amazon S3 bucket policies,AWS CloudTrail Logs","Physical security",0
0000637,03,"Which feature of the AWS Cloud will support an international company's requirement for low latency to all of its customers?","Fault tolerance,Global reach,Pay-as-you-go pricing,High availability","Global reach",0
0000638,03,"Which of the following is the customer's responsibility under the AWS shared responsibility model?","Patching underlying infrastructure,Physical security,Patching Amazon EC2 instances,Patching network infrastructure","Patching Amazon EC2 instances",0
0000639,03,"A customer is using multiple AWS accounts with separate billing. How can the customer take advantage of volume discounts with minimal impact to the AWS resources?","Create one global AWS account and move all AWS resources to that account.,Sign up for three years of Reserved Instance pricing up front,Use the consolidated billing feature from AWS Organizations,Sign up for the AWS Enterprise support plan to get volume discounts","Use the consolidated billing feature from AWS Organizations",0
0000640,03,"Which of the following are features of Amazon CloudWatch Logs? (Select TWO.)","Summaries by Amazon Simple Notification Service (Amazon SNS),Free Amazon Elasticsearch Service analytics,Provided at no charge,Real-time monitoring,Adjustable retention","Real-time monitoring,Adjustable retention",1
0000641,03,"Which of the following is an AWS managed Domain Name System (DNS) web service?","Amazon Route 53,Amazon Neptune,Amazon SageMaker,Amazon Lightsail","Amazon Route 53",0
